__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~405')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~405')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~405,405,JJ,Market,03,11,1kg Original Muesli,12,North,1715,ST,6.50,11147.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~406')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~406')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~406,406,JJ,Market,03,11,1kg Original Muesli,12,South,1623,ST,6.90,11198.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~407')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~407')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~407,407,JJ,Market,03,11,1kg Original Muesli,12,West,3788,ST,6.00,22728.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~408')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~408')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~408,408,JJ,Market,03,11,1kg Raisin Muesli,12,North,4456,ST,8.00,35648.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~409')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~409')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~409,409,JJ,Market,03,11,1kg Raisin Muesli,12,South,4001,ST,8.00,32008.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~410')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~410')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~410,410,JJ,Market,03,11,1kg Raisin Muesli,12,West,1358,ST,8.00,10864.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~411')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~411')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~411,411,JJ,Market,03,11,1kg Strawberry Muesli,12,South,1056,ST,9.00,9504.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~412')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~412')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~412,412,JJ,Market,03,11,1kg Strawberry Muesli,12,West,779,ST,9.00,7011.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~413')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~413')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~413,413,JJ,Market,03,11,500g Blueberry Muesli,12,North,17429,ST,5.78,99964.02,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~414')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~414')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~414,414,JJ,Market,03,11,500g Blueberry Muesli,12,South,22727,ST,6.16,138067.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~415')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~415')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~415,415,JJ,Market,03,11,500g Blueberry Muesli,12,West,26215,ST,6.30,161936.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~416')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~416')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~416,416,JJ,Market,03,11,500g Mixed Fruit Muesli,12,North,522,ST,7.00,3654.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~417')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~417')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~417,417,JJ,Market,03,11,500g Nut Muesli,12,North,7900,ST,7.00,55300.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~418')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~418')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~418,418,JJ,Market,03,11,500g Nut Muesli,12,South,3063,ST,7.00,21441.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~419')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~419')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~419,419,JJ,Market,03,11,500g Original Muesli,12,North,3471,ST,3.20,11107.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~420')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~420')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~420,420,JJ,Market,03,11,500g Original Muesli,12,South,1378,ST,3.20,4409.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~421')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~421')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~421,421,JJ,Market,03,11,500g Original Muesli,12,West,5000,ST,3.20,16000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~422')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~422')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~422,422,JJ,Market,03,11,500g Strawberry Muesli,12,North,6799,ST,6.31,42249.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~423')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~423')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~423,423,JJ,Market,03,11,500g Strawberry Muesli,12,South,9564,ST,6.54,61849.46,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~424')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~424')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~424,424,JJ,Market,03,11,500g Strawberry Muesli,12,West,7246,ST,6.07,44260.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~425')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~425')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~425,425,JJ,Market,03,11,500g Blueberry Muesli,14,North,11418,ST,5.02,54436.46,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~426')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~426')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~426,426,JJ,Market,03,11,500g Blueberry Muesli,14,South,15674,ST,5.23,76968.29,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~427')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~427')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~427,427,JJ,Market,03,11,500g Blueberry Muesli,14,West,7257,ST,6.07,43414.18,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~428')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~428')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~428,428,JJ,Market,03,11,500g Nut Muesli,14,South,1017,ST,7.00,7119.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~429')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~429')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~429,429,JJ,Market,03,11,500g Nut Muesli,14,West,1169,ST,7.00,8183.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~430')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~430')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~430,430,JJ,Market,03,11,500g Original Muesli,14,North,6529,ST,3.77,24614.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~431')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~431')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~431,431,JJ,Market,03,11,500g Original Muesli,14,South,3876,ST,3.77,14612.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~432')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~432')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~432,432,JJ,Market,03,11,500g Strawberry Muesli,14,North,19785,ST,4.23,83690.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~433')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~433')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~433,433,JJ,Market,03,11,500g Strawberry Muesli,14,South,24809,ST,4.59,111252.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~434')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~434')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~434,434,JJ,Market,03,11,500g Strawberry Muesli,14,West,24490,ST,4.55,109617.45,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~435')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~435')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~435,435,JJ,Market,03,12,1kg Blueberry Muesli,10,North,9948,ST,6.49,65230.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~436')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~436')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~436,436,JJ,Market,03,12,1kg Blueberry Muesli,10,South,18591,ST,6.30,115664.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~437')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~437')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~437,437,JJ,Market,03,12,1kg Blueberry Muesli,10,West,11106,ST,6.70,74410.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~438')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~438')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~438,438,JJ,Market,03,12,1kg Nut Muesli,10,North,1130,ST,10.00,11300.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~439')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~439')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~439,439,JJ,Market,03,12,1kg Original Muesli,10,West,1319,ST,6.50,8573.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~440')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~440')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~440,440,JJ,Market,03,12,1kg Strawberry Muesli,10,North,6147,ST,5.27,32394.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~441')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~441')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~441,441,JJ,Market,03,12,1kg Strawberry Muesli,10,South,7245,ST,5.65,40730.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~442')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~442')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~442,442,JJ,Market,03,12,1kg Strawberry Muesli,10,West,6276,ST,5.27,33074.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~443')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~443')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~443,443,JJ,Market,03,12,1kg Blueberry Muesli,12,North,30558,ST,6.76,205188.30,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~444')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~444')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~444,444,JJ,Market,03,12,1kg Blueberry Muesli,12,South,32487,ST,7.22,230501.30,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~445')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~445')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~445,445,JJ,Market,03,12,1kg Blueberry Muesli,12,West,15691,ST,8.09,125030.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~446')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~446')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~446,446,JJ,Market,03,12,1kg Nut Muesli,12,North,1254,ST,9.00,11286.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~447')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~447')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~447,447,JJ,Market,03,12,1kg Nut Muesli,12,South,9380,ST,9.00,84420.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~448')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~448')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~448,448,JJ,Market,03,12,1kg Nut Muesli,12,West,13973,ST,9.00,125757.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~449')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~449')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~449,449,JJ,Market,03,12,1kg Original Muesli,12,North,3120,ST,6.50,20280.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~450')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~450')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~450,450,JJ,Market,03,12,1kg Strawberry Muesli,12,North,5833,ST,6.80,39664.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~451')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~451')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~451,451,JJ,Market,03,12,1kg Strawberry Muesli,12,South,4254,ST,7.06,30076.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~452')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~452')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~452,452,JJ,Market,03,12,1kg Strawberry Muesli,12,West,4460,ST,6.80,30328.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~453')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~453')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~453,453,JJ,Market,03,12,500g Blueberry Muesli,12,West,5859,ST,7.00,41013.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~454')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~454')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~454,454,JJ,Market,03,12,500g Nut Muesli,12,North,3868,ST,6.68,25218.56,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~455')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~455')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~455,455,JJ,Market,03,12,500g Nut Muesli,12,South,1013,ST,7.00,7091.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~456')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~456')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~456,456,JJ,Market,03,12,500g Nut Muesli,12,West,6431,ST,6.53,42151.88,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~457')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~457')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~457,457,JJ,Market,03,12,500g Raisin Muesli,12,North,1656,ST,7.00,11592.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~458')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~458')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~458,458,JJ,Market,03,12,500g Strawberry Muesli,12,North,19100,ST,5.80,107728.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~459')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~459')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~459,459,JJ,Market,03,12,500g Strawberry Muesli,12,South,17961,ST,6.00,104759.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~460')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~460')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~460,460,JJ,Market,03,12,500g Strawberry Muesli,12,West,16822,ST,6.20,101738.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~461')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~461')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~461,461,JJ,Market,03,12,500g Blueberry Muesli,14,North,3286,ST,7.00,23002.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~462')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~462')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~462,462,JJ,Market,03,12,500g Blueberry Muesli,14,West,3919,ST,6.30,26895.62,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~463')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~463')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~463,463,JJ,Market,03,12,500g Nut Muesli,14,North,11661,ST,3.90,45477.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~464')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~464')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~464,464,JJ,Market,03,12,500g Nut Muesli,14,South,17139,ST,3.90,66842.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~465')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~465')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~465,465,JJ,Market,03,12,500g Nut Muesli,14,West,14176,ST,3.90,55286.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~466')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~466')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~466,466,JJ,Market,03,12,500g Raisin Muesli,14,South,175,ST,7.00,1225.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~467')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~467')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~467,467,JJ,Market,03,12,500g Strawberry Muesli,14,North,20873,ST,5.02,98658.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~468')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~468')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~468,468,JJ,Market,03,12,500g Strawberry Muesli,14,South,8538,ST,5.02,42353.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~469')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~469')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~469,469,JJ,Market,03,12,500g Strawberry Muesli,14,West,11013,ST,4.92,49687.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~470')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~470')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~470,470,JJ,Market,04,13,1kg Blueberry Muesli,10,North,7944,ST,6.70,53224.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~471')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~471')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~471,471,JJ,Market,04,13,1kg Blueberry Muesli,10,South,3099,ST,6.70,20763.30,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~472')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~472')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~472,472,JJ,Market,04,13,1kg Blueberry Muesli,10,West,6552,ST,6.70,43898.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~473')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~473')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~473,473,JJ,Market,04,13,1kg Nut Muesli,10,South,7221,ST,4.61,33288.81,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~474')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~474')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~474,474,JJ,Market,04,13,1kg Nut Muesli,10,West,6479,ST,4.61,29868.19,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~475')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~475')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~475,475,JJ,Market,04,13,1kg Strawberry Muesli,10,North,17295,ST,6.34,108185.79,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~476')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~476')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~476,476,JJ,Market,04,13,1kg Strawberry Muesli,10,South,18181,ST,5.88,105243.26,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~477')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~477')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~477,477,JJ,Market,04,13,1kg Strawberry Muesli,10,West,13440,ST,6.22,82164.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~478')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~478')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~478,478,JJ,Market,04,13,1kg Blueberry Muesli,12,North,15429,ST,7.40,111238.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~479')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~479')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~479,479,JJ,Market,04,13,1kg Blueberry Muesli,12,South,14704,ST,7.47,107322.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~480')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~480')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~480,480,JJ,Market,04,13,1kg Blueberry Muesli,12,West,19731,ST,7.21,140151.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~481')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~481')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~481,481,JJ,Market,04,13,1kg Nut Muesli,12,North,17087,ST,7.65,126823.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~482')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~482')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~482,482,JJ,Market,04,13,1kg Nut Muesli,12,South,15341,ST,7.11,105755.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~483')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~483')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~483,483,JJ,Market,04,13,1kg Nut Muesli,12,West,11697,ST,6.97,80036.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~484')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~484')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~484,484,JJ,Market,04,13,1kg Strawberry Muesli,12,North,23355,ST,7.15,164538.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~485')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~485')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~485,485,JJ,Market,04,13,1kg Strawberry Muesli,12,South,21676,ST,6.80,147396.80,EUR
