__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~89')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~89')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~89,89,JJ,02,04,02/04,5,24,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-22927.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~359')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~359')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~359,359,JJ,03,05,03/05,9,45,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-46009.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~377')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~377')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~377,377,JJ,03,06,03/06,10,46,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-51164.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~247')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~247')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~247,247,JJ,02,16,02/16,8,36,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-54444.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~72')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~72')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~72,72,JJ,02,02,02/02,5,22,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-14516.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~277')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~277')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~277,277,JJ,02,19,02/19,8,39,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-27376.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~322')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~322')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~322,322,JJ,03,02,03/02,9,42,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-47816.68,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~123')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~123')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~123,123,JJ,02,06,02/06,6,26,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-19435.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~257')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~257')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~257,257,JJ,02,17,02/17,8,37,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-38338.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~64')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~64')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~64,64,JJ,02,01,02/01,5,21,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-21774.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~312')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~312')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~312,312,JJ,03,01,03/01,9,41,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-40163.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~510')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~510')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~510,510,JJ,03,17,03/17,12,57,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-54012.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~102')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~102')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~102,102,JJ,02,05,02/05,5,25,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-19074.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~267')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~267')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~267,267,JJ,02,18,02/18,8,38,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-33348.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~468')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~468')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~468,468,JJ,03,14,03/14,11,54,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,258868.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~202')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~202')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~202,202,JJ,02,13,02/13,7,33,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-32290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~192')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~192')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~192,192,JJ,02,12,02/12,7,32,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-32290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~166')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~166')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~166,166,JJ,02,10,02/10,6,30,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-21222.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~152')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~152')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~152,152,JJ,02,09,02/09,6,29,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-18660.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~456')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~456')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~456,456,JJ,03,13,03/13,11,53,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,54400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~212')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~212')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~212,212,JJ,02,14,02/14,7,34,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-54588.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~480')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~480')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~480,480,JJ,03,15,03/15,11,55,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-45009.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~389')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~389')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~389,389,JJ,03,07,03/07,10,47,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-52709.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~335')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~335')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~335,335,JJ,03,03,03/03,9,43,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,164296.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~144')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~144')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~144,144,JJ,02,08,02/08,6,28,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-19228.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~500')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~500')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~500,500,JJ,03,16,03/16,12,56,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-54012.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~182')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~182')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~182,182,JJ,02,11,02/11,7,31,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-27168.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~227')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~227')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~227,227,JJ,02,15,02/15,7,35,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-45466.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~446')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~446')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~446,446,JJ,03,12,03/12,11,52,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,95062.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~20')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~20')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~20,20,JJ,01,06,01/06,2,6,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-681960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~465')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~465')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~465,465,JJ,03,14,03/14,11,54,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-258868.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~332')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~332')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~332,332,JJ,03,03,03/03,9,43,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-164296.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~122')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~122')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~122,122,JJ,02,06,02/06,6,26,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,681960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~453')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~453')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~453,453,JJ,03,13,03/13,11,53,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-54400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~443')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~443')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~443,443,JJ,03,12,03/12,11,52,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-95062.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~344')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~344')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~344,344,JJ,03,04,03/04,9,44,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,-35200.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~97')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~97')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~97,97,JJ,02,05,02/05,5,25,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~9')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~9')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~9,9,JJ,01,05,01/05,1,5,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~352')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~352')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~352,352,JJ,03,05,03/05,9,45,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~39')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~39')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~39,39,JJ,01,15,01/15,3,15,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~220')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~220')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~220,220,JJ,02,15,02/15,7,35,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~160')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~160')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~160,160,JJ,02,10,02/10,6,30,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~473')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~473')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~473,473,JJ,03,15,03/15,11,55,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~52')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~52')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~52,52,JJ,01,20,01/20,4,20,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~285')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~285')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~285,285,JJ,02,20,02/20,8,40,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~417')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~417')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~417,417,JJ,03,10,03/10,10,50,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~25')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~25')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~25,25,JJ,01,10,01/10,2,10,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,-50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~74')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~74')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~74,74,JJ,02,02,02/02,5,22,478000,Lean Manufacturing Program Expenses,Income Statement,"Sales, General, and Administrative Expenses",Production Improvement Expenses,,Debit,500000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~110')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~110')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~110,110,JJ,02,05,02/05,5,25,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,15500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~35')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~35')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~35,35,JJ,01,10,01/10,2,10,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,18000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~49')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~49')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~49,49,JJ,01,15,01/15,3,15,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,22500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~62')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~62')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~62,62,JJ,01,20,01/20,4,20,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,22500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~174')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~174')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~174,174,JJ,02,10,02/10,6,30,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,6000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~235')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~235')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~235,235,JJ,02,15,02/15,7,35,540000,Warehousing Carbon Emissions,Income Statement,Operating Expenses,,,Debit,1000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~370')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~370')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~370,370,JJ,03,05,03/05,9,45,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,47290.91,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~314')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~314')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~314,314,JJ,03,01,03/01,9,41,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-4660.67,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~315')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~315')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~315,315,JJ,03,01,03/01,9,41,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,40284.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~392')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~392')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~392,392,JJ,03,07,03/07,10,47,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,51678.48,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~391')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~391')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~391,391,JJ,03,07,03/07,10,47,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-58998.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~348')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~348')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~348,348,JJ,03,04,03/04,9,44,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-33342.09,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~324')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~324')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~324,324,JJ,03,02,03/02,9,42,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-33496.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~325')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~325')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~325,325,JJ,03,02,03/02,9,42,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,47955.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~379')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~379')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~379,379,JJ,03,06,03/06,10,46,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-46019.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~336')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~336')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~336,336,JJ,03,03,03/03,9,43,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,-54963.02,EUR
